test	address	name	text	postcode
school-eng:138352	2X6MV863	Tring School	Mortimer Hill, Tring, Hertfordshire	HP23 5JD
school-eng:138354	2X6MXKNC	St Thomas More Roman Catholic Primary School	Highfield, Letchworth Garden City, Hertfordshire	SG6 3QB
school-eng:138356	2X6N02Y7	St George's School	Sun Lane, Harpenden, Hertfordshire	AL5 4TD
school-eng:138360	4D5Z7N	St Mary's Church of England High School (VA)	Lieutenant Ellis Way, Cheshunt, Waltham Cross, Hertfordshire	EN7 5FB
school-eng:138389	2X6MXKK5	Garden City Academy	Radburn Way, Letchworth Garden City, Hertfordshire	SG6 2JZ
school-eng:138484	2X6MXCRP	The Sele School	Welwyn Road, Hertford, Hertfordshire	SG14 2DG
school-eng:138485	5T8JHA3Z	Knightsfield School	Knightsfield, Welwyn Garden City, Hertfordshire	AL8 7LW
school-eng:138507	9A95Y4M	The Grove Academy	Fourth Avenue, Watford, Hertfordshire	WD25 9RH
school-eng:138539	2X6MTK10	Northgate Primary School	Cricketfield Lane, Bishop's Stortford, Hertfordshire	CM23 2RL
school-eng:138561	9CSKJEK	Harpenden Free School	Vaughan Road, Harpenden, Hertfordshire	AL5 4EN
school-eng:138582	2X6MTAPX	Samuel Ryder Academy	Drakes Drive, St Albans, Hertfordshire	AL1 5AR
school-eng:138632	5T8JH9XV	Monk's Walk School	Knightsfield, Welwyn Garden City, Hertfordshire	AL8 7NL
school-eng:138747	9AE03ZP	Hertswood Academy	Cowley Hill, Borehamwood, Hertfordshire	WD6 5LG
school-eng:139036	5T8JQHE1	Kings Langley School	Love Lane, Kings Langley, Hertfordshire	WD4 9HN
school-eng:139154	2X6MXHSD	Hitchin Boys' School	Grammar School Walk, Hitchin, Hertfordshire	SG5 1JB
school-eng:139159	2X6MT9TB	Mandeville Primary School	Mandeville Drive, St Albans, Hertfordshire	AL1 2LE
school-eng:139197	5T8JAGKZ	Links Academy	1 Hixberry Lane, St Albans, Hertfordshire	AL4 0TZ
school-eng:139416	9AE09FM	The Elstree UTC	Studio Way, Elstree, Borehamwood, Hertfordshire	WD6 5NN
school-eng:139507	5T8FR9KA	Christ Church Chorleywood CofE School	The Common, Rickmansworth Road, Chorleywood, Rickmansworth, Hertfordshire	WD3 5SG
school-eng:139545	4D4PHZ	Flamstead End School	Longfield Lane, Cheshunt, Waltham Cross, Hertfordshire	EN7 6AG
school-eng:139550	2X6MZR56	Chaulden Junior School	School Row, Chaulden, Hemel Hempstead, Hertfordshire	HP1 2JU
school-eng:139662	9CQACQQ	The Reach Free School	Unit 3, Wolsey Business Park, Tolpits Lane, Watford, Hertfordshire	WD18 9BL
school-eng:139835	2X6MTHY9	Rhodes Farm School	Mymwood House, Shepherds Way, Brookman's Park, Hatfield, 	AL9 6NN
school-eng:139873	9B09VXK	Richard Hale School	Hale Road, Hertford, Hertfordshire	SG13 8EN
school-eng:139902	2X6MXKNA	The Da Vinci Studio School of Creative Enterprise	The Old Grammar School, Broadway, Letchworth Garden City, Hertfordshire	SG6 3PA
school-eng:140037	9C3QN4X	The Thomas Alleyne School	High Street, Stevenage, Hertfordshire	SG1 3BE
school-eng:140049	2X6MYE5R	Westfield Academy	Tolpits Lane, Watford, Hertfordshire	WD18 6NS
school-eng:140238	5T8JH8CZ	Countess Anne Church of England School	School Lane, Hatfield, Hertfordshire	AL10 8AX
school-eng:140249	9B09WFM	Ralph Sadleir School	Station Road, Puckeridge, Ware, Hertfordshire	SG11 1TF
school-eng:140294	2X6MXBT7	Simon Balle All-Through School	Mangrove Road, Hertford, Hertfordshire	SG13 8AJ
school-eng:140611	9C3H8GG	Wilshere-Dacre Junior Academy	Fishponds Road, Hitchin, Hertfordshire	SG5 1NS
school-eng:140707	2X6MTFQ9	Crabtree Infants' School	Crabtree Lane, Harpenden, Hertfordshire	AL5 5PU
school-eng:140708	2X6MTFQN	Crabtree Junior School	Crabtree Lane, Harpenden, Hertfordshire	AL5 5PU
school-eng:140786	2X6MZTDB	The Hertfordshire & Essex High School and Science College	Warwick Road, Bishop's Stortford, Hertfordshire	CM23 5NJ
school-eng:140954	9CPSCCP	Lanchester Community Free School	Hempstead Road, Watford, Hertfordshire	WD17 3HD
school-eng:140955	2X6MV4WB	Jupiter Community Free School	Jupiter Drive, Hemel Hempstead, Hertfordshire	HP2 5NT
school-eng:140956	9CPSCH5	Ascot Road Community Free School	Ascot Road, Watford, Hertfordshire	WD18 8AD
school-eng:141004	9CPSCN0	The Watford UTC	18 Colonial Way, Watford, Hertfordshire	WD24 4PT
school-eng:141251	2X6MZT45	Pinewood School	Hoe Lane, Ware, Hertfordshire	SG12 9PB
school-eng:141851	2X6MTKCB	Windhill21	Windhill, Bishop's Stortford, Hertfordshire	CM23 2NE
school-eng:141898	9B1AHFC	Fair Field Junior School	Watford Road, Radlett, Hertfordshire	WD7 8LU
school-eng:142051	4D547M	Haileybury Turnford	Mill Lane, Cheshunt, Waltham Cross, Hertfordshire	EN8 0JU
school-eng:142221	2X6MKQRD	Watford St John's Church of England Primary School	38c Estcourt Road, Watford, Hertfordshire, 	WD17 2PS
school-eng:142257	4D5CKW	Hailey Hall School	Hailey Lane, Hertford, Hertfordshire	SG13 7PB
school-eng:142413	2X6MXM92	Garden City Montessori School	269 Icknield Way, Letchworth Garden City, Hertfordshire	SG6 4UE
school-eng:142862	9B1AHNG	Yavneh Primary School	Hillside Avenue, Borehamwood, Hertfordshire	WD6 1HL
school-eng:143131	4D5BSY	Sheredes School	Cock Lane, Hoddesdon, Hertfordshire	EN11 8JY
